chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.19262984,0.0532025,829.7629048922167,741.9802928950434,1661.1968994140625,0.0462646484375,-424.71988,150.82512,-41.906937,13.524308,32.16409,-28.956772,-10.916783,0.99493146,-21.175385,-2.2516975,6.294786,-7.7976556,-0.75199264,0.3456553,-4.2837257,-0.815345,-9.592738,-10.019782,2.1473086,-4.6984515,0
0.23606047,0.215123,456.97562508118733,476.3377255342366,756.1090642755681,0.028464577414772728,-354.17438,127.50677,24.22214,17.76057,27.721306,-1.0289203,-12.901101,-5.4858303,-15.592313,-29.00743,-27.23888,-18.658663,-13.142929,-14.611706,-12.1505575,0.56975466,3.9344587,-3.665999,-1.0464306,4.2506537,0
0.28075826,0.045693044,726.5506984296129,783.2530330827846,1576.8585205078125,0.03656005859375,-425.54565,181.99976,-15.167973,27.955757,37.29661,-30.22598,-11.527504,4.535645,-22.000732,-6.4952655,1.8866644,-16.67755,-6.011583,0.8001642,-8.9948845,-1.260683,0.45417047,-3.8054779,7.9658484,7.221367,0
0.25373015,0.044283755,815.9518151411743,754.9608726822653,1649.517611799569,0.04515759698275862,-446.07697,142.44267,-32.173042,10.493696,29.511705,-20.802122,-7.8374577,1.3830876,-16.276648,0.4015559,7.4959593,-5.4196286,-0.6379432,0.15172862,-3.4151196,-0.44974977,-8.096882,-8.942691,1.2256458,-3.8741732,0
0.27308512,0.023798697,944.0600451213862,783.3084608364142,1837.5,0.043131510416666664,-486.2329,164.71623,-30.637575,14.729928,30.44158,-32.587883,-15.936805,6.641619,-6.7545643,7.447671,9.876713,-9.556113,-5.77921,2.0003762,1.4094473,0.02759235,-6.884247,-4.043377,2.0471451,-5.3820033,0
0.3285274,0.04919988,806.3225295440501,846.3159827005196,1770.208740234375,0.034871419270833336,-396.53043,173.99394,-12.475601,21.250996,29.045433,-27.899963,-4.876181,5.540972,-29.930399,-11.308986,10.601538,-9.468352,-8.690116,2.402175,-4.845902,-4.569579,-1.0366268,-0.62050587,5.9684043,2.9570792,0
0.39652637,0.12260055,669.2076311899394,690.8970175114362,1241.455078125,0.035275829081632654,-334.357,150.63983,-3.361696,11.103635,32.24333,-2.6777618,-6.7506385,-3.2378104,-10.031001,0.9022267,3.1929574,-3.1195254,3.857589,1.2168366,-6.3371115,0.6576426,1.1935812,-5.513423,-2.035339,2.8109019,0
0.23652662,0.21512955,455.7931010667291,472.45071954906234,754.6408913352273,0.028409090909090908,-354.2221,127.449394,24.233187,17.814745,27.756287,-1.0399324,-12.919968,-5.468555,-15.543281,-28.95487,-27.200594,-18.647408,-13.15997,-14.63567,-12.171222,0.5328049,3.8773901,-3.713337,-1.0696839,4.231717,0
0.32241902,0.072461404,649.3607824666942,764.6988978175748,1327.880859375,0.031901041666666664,-351.91306,194.31252,-5.1034417,33.491882,45.988373,-21.548822,-12.858066,2.0907853,-17.218576,-3.3772328,6.155988,-2.371074,6.1554804,4.1176844,-3.7580392,3.170523,-2.0468926,-5.2034526,6.175903,-0.44588652,0
0.3066271,0.05086847,622.9051557096814,726.4144047371742,1193.826114430147,0.025060317095588234,-398.76587,189.76755,-0.13222605,32.858006,43.65191,-22.293251,-17.830572,-2.4793465,-16.81355,-3.8785527,2.416311,-6.8342824,2.182336,1.621536,-5.935002,0.18306327,-3.996872,-6.5526996,4.066929,-1.7457209,0
0.1919989,0.053211987,828.6312729217965,738.332419088375,1659.85107421875,0.04608154296875,-424.56827,150.9356,-41.931915,13.427173,32.124023,-28.975067,-10.930119,1.0563464,-21.112759,-2.259624,6.296124,-7.751329,-0.7049365,0.3662947,-4.2777057,-0.79885554,-9.59934,-10.048573,2.1632495,-4.6983852,0
0.18862113,0.2046033,433.9044663457741,398.3536057891431,641.8794519761029,0.03080480238970588,-381.44818,119.82927,27.349287,14.689767,30.235388,10.093183,-9.028046,-5.445517,-15.054632,-36.261063,-33.37224,-15.60956,-14.233449,-19.074215,-7.760236,5.234102,2.0627701,-2.7943227,0.96982753,0.15141466,0
0.23624614,0.21512724,463.0643885164014,489.4516548789221,764.9181019176136,0.02837579900568182,-354.21866,127.500374,24.239729,17.78851,27.706312,-1.1228806,-13.044335,-5.610721,-15.647314,-28.987793,-27.18662,-18.625242,-13.145819,-14.63356,-12.171466,0.55063725,3.9096613,-3.684975,-1.0293577,4.3177447,0
0.3505045,0.034117736,662.6795311373154,768.6905234637163,1364.2326108870968,0.024429813508064516,-430.13568,204.47093,-5.37848,38.37216,53.956932,-16.081036,-14.69201,-5.32741,-17.812891,-1.1099013,1.6133232,-6.279231,4.676596,2.8716645,-1.5967009,0.8087885,-8.74856,-3.7812612,8.614027,-3.6260257,0
0.28887105,0.17069195,689.904158378937,709.5593529086225,1293.3380126953125,0.035980224609375,-294.33157,177.70697,-17.69188,9.946848,27.344961,-20.399357,-15.458351,-13.634802,-18.111782,11.690413,7.2324486,-17.817753,-6.0825114,-0.22909425,-8.008623,-3.4769382,-6.3277187,-7.638707,1.6716337,-2.229984,0
0.22999178,0.028356556,740.1315678187484,768.6997683286592,1480.9646080280172,0.03608230064655173,-438.2306,194.31613,-33.106407,15.742651,43.838306,-17.327082,-10.516931,-4.717945,-17.271425,13.693287,17.700577,-10.198019,-5.583104,1.8006397,-2.080134,1.6472788,-1.8221958,-3.447861,1.8136936,-2.923242,0
0.3066271,0.05086847,622.9051557096814,726.4144047371742,1193.826114430147,0.025060317095588234,-398.76587,189.76755,-0.13222605,32.858006,43.65191,-22.293251,-17.830572,-2.4793465,-16.81355,-3.8785527,2.416311,-6.8342824,2.182336,1.621536,-5.935002,0.18306327,-3.996872,-6.5526996,4.066929,-1.7457209,0
0.32806224,0.033519916,878.6174978335014,1055.5154041549413,2291.881793478261,0.024222995923913044,-427.63544,173.9772,-24.932074,88.46514,75.92466,-37.969555,-5.5348754,4.0460205,-34.107548,-8.302014,-4.2448845,-13.1154585,7.259955,-7.3604975,-12.495349,12.191745,-3.0691292,-13.156341,6.1064606,0.18142976,0
0.49870783,0.07987894,636.7444773820857,639.7754490615256,1247.710197202621,0.03788904989919355,-323.07132,160.84425,11.60619,-12.548321,13.104771,5.912219,0.7163072,3.7526965,-1.9839444,1.6283731,9.308717,2.9960947,-1.5104579,3.145882,4.085437,2.4654481,0.7627314,-4.1468287,-5.0863404,0.31945318,0
0.25786382,0.17390133,481.6613507132605,592.1827907219758,825.64453125,0.02661830357142857,-365.1294,142.49225,22.595676,21.082958,36.240158,6.851337,-6.2458115,-3.5497105,-14.520333,-26.962973,-29.356358,-16.13277,-2.4528468,-11.494631,-14.38882,4.2610135,3.5845451,-9.844739,-4.710338,-5.504945,0
0.18939328,0.2046056,443.4028206371524,413.581012956073,656.4460305606617,0.03073299632352941,-381.4624,119.888214,27.288216,14.592758,30.132576,10.016261,-9.086622,-5.5259867,-15.08742,-36.182632,-33.222797,-15.43452,-14.128686,-19.124626,-7.8654633,5.187752,2.045655,-2.8284388,0.8961828,0.06491184,0
0.21301256,0.034370817,758.4088433498047,773.2539413944413,1490.958984375,0.03775390625,-426.84488,193.30798,-33.3975,15.63161,39.40556,-22.100645,-9.546183,-1.5171701,-16.131073,12.242121,13.44203,-13.215689,-3.3909607,4.452533,-3.8575144,-1.7103881,-3.233816,-3.0399683,2.2659278,-3.84765,0
0.398697,0.12261858,671.8660411881602,697.9341145012767,1239.9169921875,0.03526586415816327,-334.56253,150.98792,-3.3746998,11.066537,32.417267,-2.4300861,-6.671549,-3.3129396,-10.05292,0.9156337,3.0625377,-3.2763429,3.8859088,1.2897841,-6.3911195,0.5897104,1.1773782,-5.5477037,-2.0752919,2.7402077,0
0.2696137,0.22823142,738.5192076823615,701.3250661820912,1350.3928444602273,0.03524502840909091,-259.53394,158.81293,-18.697224,5.4144583,22.66337,-21.83451,-18.710629,-12.961644,-15.831769,9.2070465,9.766081,-9.791947,-4.5469713,-2.378326,-9.062873,-6.4043093,-7.128132,-4.8801236,2.7519283,-0.8771056,0
0.29393494,0.17518787,724.7726207253588,719.0525811622351,1331.9419459292762,0.03511770148026316,-290.6183,175.13483,-22.29016,18.928831,34.998302,-24.352184,-16.84173,-7.7059994,-13.9129715,10.832134,6.039978,-13.973885,-0.71553373,-0.96619385,-12.164029,-5.271937,-7.9507823,-10.95414,0.12971164,0.7499439,0
0.27440795,0.22816862,738.2478591616023,701.5613255609899,1351.6978870738637,0.03542258522727273,-259.55243,158.7066,-18.647995,5.4635715,22.721272,-21.756754,-18.683216,-12.964512,-15.826248,9.193864,9.710455,-9.862293,-4.5012355,-2.099751,-8.646323,-6.0276804,-6.8873196,-4.838808,2.6194959,-1.0695287,0
0.29638278,0.045610607,728.9266106512508,796.0358127338565,1462.0147705078125,0.030537923177083332,-403.6151,191.26201,-18.73375,40.15344,60.461315,-19.141863,-12.96566,9.398861,-9.071311,-7.955005,-11.022328,-15.766965,0.7699012,2.240143,0.835752,6.6157126,-7.534391,-9.437131,4.4700475,-5.2430325,0
0.31118217,0.052386623,686.4612032539937,809.510170085063,1328.521728515625,0.027117047991071428,-394.70456,186.20876,-12.128322,40.144764,56.12752,-13.763055,-8.235428,1.0276273,-15.978701,-5.3594146,-10.706518,-15.5516,6.1390557,1.1796538,-2.771068,14.338458,-2.803454,-17.533802,2.8633742,0.6476956,0
0.27771407,0.06720394,670.8365697462034,717.0147360541077,1276.770440463362,0.03678946659482758,-368.1083,154.42813,1.588919,31.464338,46.067726,-8.217096,-14.308095,-6.048507,-13.745251,-3.6451929,-0.50493926,-3.4457626,6.6636715,3.0347152,-4.3933907,1.9221114,-0.62933695,-2.1935403,5.6214194,0.2441107,0
0.27771407,0.06720394,670.8365697462034,717.0147360541077,1276.770440463362,0.03678946659482758,-368.1083,154.42813,1.588919,31.464338,46.067726,-8.217096,-14.308095,-6.048507,-13.745251,-3.6451929,-0.50493926,-3.4457626,6.6636715,3.0347152,-4.3933907,1.9221114,-0.62933695,-2.1935403,5.6214194,0.2441107,0
0.27820104,0.067211136,669.1248263478896,716.4771651358132,1273.0578192349137,0.03667160560344827,-368.10883,154.4077,1.5973858,31.463655,46.06638,-8.211811,-14.31045,-6.0515027,-13.744287,-3.6478987,-0.50539607,-3.4436936,6.6616855,3.035228,-4.3906116,1.9201607,-0.6304546,-2.192222,5.619864,0.24281114,0
0.3106429,0.052392434,681.3306358244915,792.4074242732811,1325.445556640625,0.027239118303571428,-394.587,186.26228,-12.322693,40.00239,56.332787,-13.625287,-8.299192,1.1195271,-15.949155,-5.549625,-10.737236,-15.4466505,6.193167,1.1934289,-2.949118,14.182014,-2.6280384,-17.474943,2.6277118,0.60270816,0
0.2974275,0.04562235,730.510585015211,798.0530163126404,1464.7064208984375,0.030680338541666668,-403.6002,191.74792,-18.924826,40.199574,60.436127,-19.351149,-12.980529,9.307774,-9.326081,-8.072605,-11.011559,-15.600942,1.0643762,2.4086335,0.8219261,6.4043136,-7.8282247,-9.438115,4.727056,-5.0065403,0
0.36103064,0.21981455,769.6760267053868,757.547492985883,1466.5244654605262,0.03772615131578947,-236.93742,180.63994,-18.261135,19.897202,47.07607,-8.609215,-12.525444,-14.975584,-33.17158,-9.286201,2.0114884,-7.832897,5.3856244,4.0182967,-7.808773,4.238079,0.90772086,-13.947108,-3.4774058,-0.02956913,0
0.3106429,0.052392434,681.3306358244915,792.4074242732811,1325.445556640625,0.027239118303571428,-394.587,186.26228,-12.322693,40.00239,56.332787,-13.625287,-8.299192,1.1195271,-15.949155,-5.549625,-10.737236,-15.4466505,6.193167,1.1934289,-2.949118,14.182014,-2.6280384,-17.474943,2.6277118,0.60270816,0
0.20887476,0.034392796,748.4658180684313,748.056539524936,1473.732421875,0.03755859375,-427.20383,193.7675,-33.302586,15.262669,39.603657,-22.262793,-9.63578,-1.1863518,-16.470787,11.924866,13.491692,-13.44667,-3.5443957,4.5361,-3.7723026,-1.5383621,-3.0380292,-3.074601,2.0139341,-4.054474,0
0.30715948,0.14245465,665.871651253613,725.3593859160233,1340.785509474734,0.03002410239361702,-296.6083,190.23692,-8.579116,25.688362,43.15273,-8.9437895,-8.357195,-16.2062,-28.010654,1.5639721,1.8935479,-10.921039,7.1924496,3.3903053,-10.5069065,-1.4941554,-4.645819,-9.910296,-0.4651321,-2.714452,0
0.28048688,0.10916426,718.1226994038582,763.8079973440942,1442.724609375,0.029106987847222224,-308.7511,183.86238,-21.431608,21.361942,42.016514,-9.756936,-1.3400546,-5.9233646,-22.709085,1.5805488,-2.0013983,-14.949141,5.8482323,2.4544773,-11.223796,-0.98175937,-3.6566832,-7.2367725,3.323265,-0.2757543,0
0.24728014,0.47632563,929.6287776123913,794.3597679488729,1678.0517578125,0.05380394345238095,-179.08676,170.65189,-37.934315,13.915353,32.84651,-28.268387,-13.613884,-5.331997,-24.132828,-6.377662,-4.1513634,-14.665588,-3.606317,-3.9674606,-2.2686746,10.118081,5.697165,7.198182,11.565015,-4.0824056,0
0.29276368,0.06557636,620.7859057089504,685.3110595595227,1131.2356883081898,0.03604862607758621,-383.64304,161.12923,-3.9805834,30.9349,51.21286,-6.300121,-14.768515,-4.9466,-11.032651,-1.1694995,0.51376975,-3.035211,6.84348,2.743149,-4.431233,0.9195578,-3.0024252,-2.7537687,5.79264,-2.6722064,0
0.28880903,0.17524247,724.7490268256379,719.2726198915902,1332.7919407894738,0.03509200246710526,-290.7002,175.03828,-22.311579,18.98439,35.10381,-24.26915,-16.843761,-7.7876363,-14.016243,10.790391,6.102506,-13.864657,-0.64987093,-0.9748874,-12.216938,-5.317863,-7.967253,-10.966754,0.088043876,0.679039,0
0.25893387,0.17396712,492.020679038928,614.0729356963174,852.099609375,0.026492745535714287,-365.31186,142.3759,22.508219,21.188631,36.084946,6.513707,-6.4431376,-3.7898455,-14.80257,-27.227734,-29.74458,-16.418085,-2.518138,-11.619287,-14.551771,4.147247,3.460113,-9.815498,-4.5596523,-5.542404,0
0.23750997,0.21513861,456.55494482442555,474.7850251033447,756.5984552556819,0.028453480113636364,-354.26883,127.38692,24.21646,17.833265,27.79892,-0.99923766,-12.920419,-5.5009418,-15.544331,-28.890997,-27.105957,-18.574995,-13.141932,-14.67699,-12.241079,0.4802474,3.847146,-3.758014,-1.1410393,4.1652102,0
0.26112273,0.18268457,806.4238230671157,666.0010947937078,1483.9068603515625,0.04755859375,-280.95374,167.29085,-20.703863,0.630863,28.578363,-16.673054,-19.102009,-8.026378,-17.019293,-5.149821,2.4993782,-3.3087525,3.0663474,-1.3983278,-11.75354,-2.152288,0.23278086,-8.560926,-2.8650732,3.1706026,0
0.2968908,0.26089093,717.577764184052,723.7444208518825,1364.1575168918919,0.029969911317567568,-241.84758,183.83684,-16.858526,14.494823,43.71476,-9.99953,-18.603607,-10.983947,-15.589005,-2.5820706,-0.969196,-6.163965,-0.550923,-6.3608565,-8.3048115,-1.1289611,-8.172023,-9.306131,-0.7454794,-5.003953,0
0.34904188,0.23785219,584.4013723333017,703.2149180189303,1172.5243201622595,0.026066706730769232,-277.1456,148.23534,13.615972,27.795708,32.291306,-8.803768,-6.0273213,1.4483299,-8.430679,-4.334717,-5.67968,-11.100707,-6.79818,-7.405469,-3.394751,2.2123868,-7.0104723,-6.4544773,2.5750117,-3.6724145,0
0.27771407,0.06720394,670.8365697462034,717.0147360541077,1276.770440463362,0.03678946659482758,-368.1083,154.42813,1.588919,31.464338,46.067726,-8.217096,-14.308095,-6.048507,-13.745251,-3.6451929,-0.50493926,-3.4457626,6.6636715,3.0347152,-4.3933907,1.9221114,-0.62933695,-2.1935403,5.6214194,0.2441107,0
0.32919675,0.078517444,760.5894052228842,715.1276914883608,1358.984375,0.03602430555555555,-361.55756,154.98273,-1.723606,30.821688,46.859943,-11.086583,-19.02152,-7.9375887,-13.720924,-3.602252,2.2744992,0.08954806,4.428031,-0.44965008,-2.6305313,2.025066,-4.5279775,-2.475934,6.298713,-2.5961516,0
0.5794515,0.052327484,630.6147705186854,665.9515588456042,1281.2255859375,0.032202548668032786,-332.33417,142.13467,18.447206,-8.523436,10.840744,9.013769,4.459998,4.4100513,0.74155354,3.783026,6.903627,0.558097,-0.91598463,5.093873,5.863446,2.6264527,0.07336836,-2.48046,-1.0942643,3.7246287,0
0.2370273,0.03921883,577.5933872260466,576.495120010279,895.8709716796875,0.031697591145833336,-451.56787,197.71269,4.4822254,1.4009395,20.34118,-6.4700837,-0.2739736,-4.1568713,-20.222033,0.37826464,3.842432,-20.248533,-15.855545,-5.053657,-9.484904,-5.273973,-2.2051208,-2.9780912,6.9687843,8.803947,1
0.24097203,0.048759583,707.1626481603053,665.3738151688347,1194.624660326087,0.03579313858695652,-453.8227,162.00224,-13.91094,9.891849,19.095863,-21.787483,-7.0994477,-1.6751598,-10.863849,2.1722147,-9.241434,-15.233951,7.5254664,-1.4787531,-15.486579,-0.96050596,-4.959526,-14.489099,-3.347576,-3.1912038,1
0.46666232,0.06471888,513.1572517694823,679.0988146115515,946.982421875,0.023025173611111113,-381.1497,177.76358,6.811425,19.209124,35.02114,4.6417074,9.403163,1.502262,-10.445783,10.165437,2.4184906,-16.969866,1.8297268,7.569827,-7.6874843,-2.357451,2.5122936,-2.289704,3.3794532,6.1352267,1
0.35203516,0.11885553,855.8001863123079,677.0197214819975,1450.6201171875,0.03349609375,-351.24014,161.8496,-19.606596,14.791444,43.556614,-7.188334,-13.638363,-3.1888976,-8.093352,1.8321131,5.8162384,-1.5187479,-9.09953,-16.457891,-3.7499273,7.37152,-9.069477,-12.22884,2.445816,1.0498836,1
0.2370273,0.03921883,577.5933872260466,576.495120010279,895.8709716796875,0.031697591145833336,-451.56787,197.71269,4.4822254,1.4009395,20.34118,-6.4700837,-0.2739736,-4.1568713,-20.222033,0.37826464,3.842432,-20.248533,-15.855545,-5.053657,-9.484904,-5.273973,-2.2051208,-2.9780912,6.9687843,8.803947,1
0.3289052,0.11139119,496.1977513681861,476.86976426006714,838.2193216463414,0.029987614329268292,-400.16602,178.53215,31.962486,-4.0266747,0.13373351,-0.39596176,14.015877,-2.3351064,-36.784267,-20.775955,2.280179,-17.495634,-26.758375,-11.091787,-10.883153,-12.33479,0.6502003,2.6660643,-7.0204496,-9.203173,1
0.27856377,0.08777489,513.0072102063344,403.9194896080229,800.57373046875,0.041224888392857144,-438.29492,172.29184,56.864597,-21.626328,-35.848263,-11.187009,11.75611,1.7422388,-24.6775,-28.002787,-15.121623,-16.961308,-26.268614,-22.788702,-12.1460285,-3.0705228,3.1200862,-0.17360292,-9.870671,-11.21292,1
0.30480552,0.13130581,670.4817143698237,537.6022385284779,1172.7620442708333,0.044017650462962965,-297.70712,214.81357,-12.256609,-29.694231,14.58615,0.4859889,-3.9128885,2.6441867,-1.2324631,4.315195,-0.4055365,-15.81841,-11.935828,-5.3787436,-6.857614,-0.44681507,2.756627,-0.7395847,1.8081832,0.72043204,1
0.26847866,0.12130175,662.8023325645461,567.6907436920394,1163.1294250488281,0.0426177978515625,-311.78326,201.49135,-4.1749797,-26.788074,14.64249,5.9397993,-0.27649313,2.550607,-3.1780128,4.5508327,7.4631405,-9.90487,-13.397322,-0.8480695,0.1745294,-5.919735,-6.6487093,-4.339496,0.37629494,4.187569,1
0.25995848,0.090758406,700.9642344192561,616.9191471405444,1218.6197916666667,0.047797309027777776,-339.62115,185.81673,-7.902389,0.16669895,26.073824,-8.434873,-12.7853,-9.213839,-9.802532,3.7805042,-3.1062257,-12.134375,-1.350749,-5.9119205,-10.043493,1.8512106,-1.3307039,-2.9519122,7.725885,0.23926109,1
